"Sentiment","TweetText"
"positive","WP7 is getting there: #Microsoft Claws Back to Smartphone Relevance: Rich Jaroslovsky - Bloomberg http://t.co/JIMML4RC via @BloombergNews"
"neutral","Ballmer Feels Lucky Microsoft Didn't Buy Yahoo in 2008  http://t.co/mPZoilRs #microsoft"
"irrelevant","ملخص مؤتمر سامسونج وقوقل عن نظام اندرويد 4 الجديد http://t.co/enpWtGb4 #android  #android_ar  #google #samsung"
"irrelevant","troquei meu avatar do #twitter rs."
"irrelevant","@itiinha_lais  é @EvelynJullyanne  segue de volta esse #Twitter  a gente ta fundando a Pastoral da Juventude e precisamos de ajuda! Segue bj"
"irrelevant","@torbenleuschner die haben was an der Waffel #ie #microsoft #wunschdenken"
"irrelevant","#yahoo #microsoft #Noticias Steve Ballmer da gracias al cielo porque Microsoft no compró Yahoo en 2008 http://t.co/j7hKabZB"
"irrelevant","#Microsoft Please check out or site and join please. http://t.co/dRR4oq1Z we need more ppl maybe u can help"
"neutral","#Android: This Is the #Samsung Galaxy Nexus  #Google's New Official Android Phone(via @Gizmodo) - The... http://t.co/wS4GS9uk"
"neutral","who follows ppl then unfollows them?!..  #YourLameAsHell tryna make it seem like your somebody IMPORTANT!! it's only #TWITTER! smh.."
"neutral","iPhone 4S 8MP camera : It´s a SONY. http://t.co/6uYIZeAK @sony @apple #apple #iphone4S #cameras"
"neutral","#Google releases the latest version of #Android 4.0  #IceCreamSandwich http://t.co/fB7y5E1e"
"positive","RT @Logic2020: Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks  ..."
"neutral","SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator ---- Posts on Twitter"
"irrelevant","RT @JaylaStarr: Sex Games http://t.co/5qtmLHJn #@JaylaStarr #@JCannonDSD #sex #Twitter #video"
"neutral","Siri is cool but more importantly handy and FUNNY. @Apple please configure it for Canada. What's with the racism  EH?"
"neutral","GN #Twitter.......z.z.z.z.z.z Z  Z z z z"
"neutral","Leaving for #smau : I'll be at the #Microsoft stand as a trainer for the #wpdev labs. Meet me there!"
"irrelevant","RT @twandroid: Galaxy Nexus annoncé  : #nexusprime #google http://t.co/IrMPjoiS"
"irrelevant","Puta! No se por que traje los cuadernos para estudiar a la cama si sigo en #twitter #OhShit! T_T"
"neutral","#Microsoft Stores offering a free Windows Phone with a $499 purchase http://t.co/nfpvegDK #wp7 #windowsphone #wp75 #mango #msft"
"irrelevant","Rocksmith: #Rocksmith  #Rocksmith http://t.co/JNS1oEZN #google #youtube"
"irrelevant","RT @MichaelKroker: Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz"
"neutral","#Android #Google Meet the Samsung Galaxy Nexus and Ice Cream Sandwich http://t.co/2VWXzReW #DhilipSiva"
"neutral","@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter"
"neutral","#GA-repost: RT @whymicrosoft Are you making the move from #GoogleApps to #Microsoft? &gt;&gt; #Metalogix can migrate y... http://t.co/z3Z3X9pA"
"neutral","New #Google #Nexus -&gt; http://t.co/qR1eijhw"
"irrelevant","RT @DominicanDroids: Cuando 2 grandes se unen  #Samsung y #Google... Estas cosas son las que pasan... #GalaxyNexus"
"neutral","#Android #Google First Official Galaxy Nexus / Ice Cream Sandwich Promo Video With Feature Highlights... http://t.co/LtrC34VG #DhilipSiva"
"neutral","Creating #Pareto charts using #Microsoft #Excel http://t.co/B59lPyCS"
"negative","#twitter why must you be so difficult?"
"neutral","Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit"
"negative","Internet Explorer 9 is the biggest pile of shit ever seriously #Microsoft #IE9"
"irrelevant","#ICS et #Google une communauté à votre service !"
"neutral","I love @apple & I love my phone.. but ever since this damn update my texts keep saying they're full when there are none & that's a PROBLEM!!"
"irrelevant","@cagimo mire la última foto que monte al #Twitter  ayude a su amigo a la colección :D :D :D #Indirecta"
"positive","@RAD_Software Yes good points about #ERP but unfair assessment in saying #SAGE  #SAP and #Microsoft Dynamics  are not delivering"
"neutral","How to Create your own Google Maps http://t.co/yyNzSP8J #google #maps"
"irrelevant","�?кромненько  бы�?тренько без пафо�?а прошла презентаци�? #google и #samsung #android"
"neutral","#twitter is great once you get the hang of it“@HaxxDubbz: @CBMonarch @Bran_Day I told her to get one to be a cool kid lol�?"
"irrelevant","eo tenho a mania de entrar no #TWITTER  i respondeeer as coisas ki mi mandão kkkkkkkkkkkkk"
"neutral","#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices  too) http://t.co/RajAK9P2"
"neutral","#Google Google Event: Vorstellung des Samsung Galaxy Nexus (Caschys Blog): o3:30 klingelte mein Wecker. Googles ... http://t.co/QnVDVcMX"
"irrelevant","Únase el Martes 8 de Noviembre  a las 11:00 am EST al evento de lanzamiento de #Microsoft #Dynamics #AX2012 para latinoamérica"
"negative","#Google #Cloud Service Blackouts Threaten Cloud Users: During a 30-day period in August and September  for ... http://t.co/G0ElVRVJ #TCN"
"irrelevant","RT @fdruel: Une nouvelle interface #haptique signée #Microsoft et #CanergieMellon : #OmniTouch. Tactile et wearable (cc @Billaut) http ..."
"neutral","@Apple buried the ability to manage #newsstand subscriptions under App Store Settings. This is inconvenient at best."
"irrelevant","Virage Success Story - Harvard Business School pdf ebook:  http://t.co/JemEYNDb #google"
"positive","#google Finally!! All searches for logged in users will be on https! http://t.co/RaUeRrtF"
"negative","Lies @apple. the battery on this new iPhone4S is definitely not any better."
"irrelevant","Se tan arruinando mis audifonos d mi #iphone @apple quien me quiere regalar unos? http://t.co/56eeE9uY"
"irrelevant","@RiiickSilva A gente empolga nee com #Twitter #Rss"
"irrelevant","Google резко ра�?критиковала дизайн Microsoft и Apple http://t.co/jUi4nYzG #google #microsoft #apple"
"negative","Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!"
"irrelevant","La mamachy ya tiene #Twitter |||| Sigamosla es ella @DianaSanchez_27"
"irrelevant","RT @twandroid: Possibilité de sauvegarder pour visionner hors-ligne #google #nexusprime"
"neutral","RT @Ashu180489: Progress is a Process   Surprised to see a sensible topic trending worldwide in #twitter"
"neutral","Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week  #Microsoft may make their own - http://t.co/KnmpXSW0"
"neutral","Samsung Galaxy Nexus announced  full specs available  http://t.co/VNGazg48  #samsung #galaxy #nexus #google #android #ics #thetechcheck"
"positive","Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t.co/JHdTYKCV"
"negative","Installing .NET framework  this might take very many years. Come back when your unborn child is in college. #microsoft"
"neutral","RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ..."
"neutral","RT @SAPWorkSmarter: Tomorrow at #SAPTechEd Bangalore: #SAP & #Microsoft Building Apps for Both Worlds w #DuetEnterprise & #SAPGateway. h ..."
"neutral","@jacobstanton2 @Ryan_Burke4 doesn't take much to be cool on #twitter"
"neutral","The debate is  am I allowed to use my BB pen at #Microsoft?"
"neutral","#Google weiterhin auf der Erfolgsspur http://t.co/lf3RkTcJ"
"neutral","“@rianru: #Google пред�?тавит новую вер�?ию #Android 4.0 http://t.co/ttgycujs�?
"neutral","@thejcurt unlocking it at @apple store. RIP  Mr. Jobs."
"negative","Damn it @Apple!! Whatchu done to my phone??"
"negative","If #Microsoft had more interoperability between their products (Xbox 360  Windows 7  Windows Phone 7  Zune) I'd be a Windows Phone user."
"neutral","Progress is a Process   Surprised to see a sensible topic trending worldwide in #twitter"
"neutral","RT @MontrelCox: It's twitter. Get over it or go back to Facebook and unfollow me. This is my free forum to say exactly what thee fuck I  ..."
"neutral","The iPhone update has segregated my contacts between iPhone users and non-iPhone users. They just had to call out those non-users @apple"
"neutral","Dear @apple  why did my #Apple ID change to my colleagues&#39; when I charged on her Mac? Now can&#39;t download or update apps. #iPhone"
"positive","WHAT!!!!!! #Google #Chrome syncs with your #Android device's bookmarks!?!?! NICE!"
"positive","Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks via @Techflash"
"neutral","#Android #Google Samsung's Galaxy Nexus - It's Official  It's Headed For Global Availability  And It's... http://t.co/TI9Hy8LW #DhilipSiva"
"neutral","Galaxy Nexus #GalaxyNexus #Android #Google http://t.co/AWJHxwGT #followme"
"neutral","@msleamichele @NayaRivera @DiannaAgron @MsAmberPRiley please could u somehow convince #hemo to join #twitter we need her awesomeness!! #glee"
"positive","Ready for some Ice Cream Sandwich! #google #android"
"positive","New Galaxy Nexus: OS Improvements -  Stacks & Scrolling introduced for widgets  for richer content #samsung #google #android bit.ly/nEJbyE"
"negative","Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise."
"negative","I hate you @apple for not sending Toledo oh @bestbuy any @iPhone for @verizon even after I pre ordered!!!"
"negative","@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!"
"neutral","Wow jus made a #TWITTER i reallly dnt kno how o2 use it so i neea alittle help"
"irrelevant","Quien anda activo por el #Twitter ahorita???"
"neutral","Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/HHfJbBHU #neowin"
"irrelevant","Que raroooo en #microsoft les funciona todo menos el departamento de bajas... Que casualidad!! Veremos mañana"
"irrelevant","#Google #Panda Où est parti le 30 % de trafic perdu?  http://t.co/QONIToAg"
"neutral","RT @iPadPowerUsers On Google+ then go here http://t.co/r4bIDq9D #GPlus #Googleplus #Google #teamfollowback #socialnetwork"
"positive","@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA"
"negative","@apple WTF why can we not add the newsstand to a folder?! We are already in your walled garden  so please don't remind us of it."
"negative","@Apple iTunes is the worst program ever. For such a great phone  you make some awful software."
"positive","Mmmm Ice Cream Sandwich #Android #Google"
"irrelevant","#Microsoft lanza sitio oficial de #Skype http://t.co/SioUrqUi desde #Tegnologia"
"negative","#twitter show my fuckin retweets bitch"
"positive","FUCK #facebook #twitter is way better #teamfollowback #followme"
"neutral","Why do I always blow up #twitter at like 1am? #sorryfollowers"
"irrelevant","Muito rapida essa velocidade de captura de imagens da camera do Galaxy Nexus #icecreamsandwich #galaxynexus #google #samsung"
"irrelevant","@tryladis bienvenida a #Twitter que bueno tenerte por aquí  esto es genial  :)"
"negative","Installed io5 - fine on ipad but wiped wife's iPhone and restore from backup failed! #Bigtrouble #help @apple"
"irrelevant","QUE VIDEO FACEBOOK CON LA OPCION DE VIDEOLLAMADA LE MONTARON LA COMPETENCIA A #MSN #SKYPE  #TWITTER ES ORIGINAL TIENE #TWICAM ;)"
"irrelevant","Terug van evaluatie learning circles bij #microsoft onder bezielend leiderschap van @saskianijs. Veel geleerd van deze co-creatie!"
"neutral","@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :)"
"negative","Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity"
"negative","@azrael: RT @DavideGori: And again #MobileMe is down. Issues when syncing  accessing mail... is this a good premise for #iCloud? @Apple  ..."
"neutral","Steve Ballmer slams Android #microsoft #steveballmer http://t.co/rVTTHD7P"
"irrelevant","RT @packard_bell: #SteveBallmer  CEO de #Microsoft  dice que se necesita ser un cientifico para manejar #Android  http://t.co/W03j7hTA"
"irrelevant","@Paatty_cl #EsNaco Componerle una cacion a Mf y presumir de ella en #Twitter"
"negative","@RonakKataria @apple you heard of testing before deploying updates. Difference between microsoft & apple: None"
"irrelevant","#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @MilliondollaPD"
"neutral","While the improvements in @Apple Mac OS 10.7 #Lion are great  the full-screen implementation on 2 monitors is broken."
"neutral","RT @techinciter: Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft"
"positive","#Twitter #twitter :)"
"irrelevant","#Google Sit and Go Center Method For Profitable Sit-N-Go’s on PokerStars: http://t.co/6PwI0rjZ -Co... http://t.co/JCqPi1hS #wikileaks"
"neutral","Goodnight #twitter"
"neutral","http://t.co/J3p3KYHf
"neutral","17 Things You Didn’t Know About #Twitter: http://t.co/LL61rx2R via @TweetSmarter RT @sharonhayes @ChoiceZnewZ #facts"
"positive","Sweet Ice Cream Sandwich RT @Pocketlint Google Android 4.0 Ice Cream Sandwich officially detailed #google #ics http://t.co/iUY0DF5S"
"positive","*singing*! everytime  I  try  to leave something keeps  pulling me  back  (me  back) telling me  I  need  #Twitter & all that. lol  (:"
"neutral","iPhone 4S: Setup SIRI for your Tweets. http://t.co/ws7LINTS @apple #apple #iphone #siri"
"neutral","#Google  #Samsung Add ’Ice Cream Sandwich’ Phone http://t.co/oOdugpqG $AAPL $GOOG #hitech #gadgets #mkt #digital"
"neutral","RT @KentisG: Agree ! RT @MuraineR: #Microsoft launching the OmniTouch  how funny I though that was an @ALUEnterprise soluti… (cont) http ..."
"irrelevant","Un Algodón mkon  me invadió el #Twitter ._. xd"
"neutral","If #Microsoft earnings disappoint  blame consumer PC sales http://t.co/xEKwTlUg"
"irrelevant","#ALG Culminando formación en #Microsoft M-2778 y en #IndicadoresDeGestión.  Gracias a nuestros clientes por su preferencia. www.alg.net.ve"
"irrelevant","Nueva #actualización de #Windows Intune http://t.co/2jPOvRpJ #microsoft #distribuciondeprogramasonline"
"irrelevant","#Google 跟 #Samsung 今天發佈使用 #Android 4.0 作業系統的 #Galaxy #Nexus … 接下來，蘋果�?� #Microsoft 會告兩者侵權嗎？"
"irrelevant","Que le pasa al #Twitter... #Chingado"
"neutral","@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!"
"irrelevant","#Deal & #Schnäppchen Update: [iPad] iPad 1. Generation generalüberholt ab 389 € @Apple - http://t.co/xDtdZurD"
